,race_id,season,race_number,date,site,cars,winner,start,make/model,len,sfc,miles,purse,pole,cautions,caution_laps,speed,lc,href
375,375,2012,16,2012-06-24,Sonoma,43,Clint Bowyer,6,Toyota,1.99,R,223,4961908.0,95.262,2,7,83.624,8,https://www.racing-reference.info/race-results/2012_Toyota_Save_Mart_350/W
376,376,2012,17,2012-06-30,Kentucky,43,Brad Keselowski,8,Dodge,1.5,P,401,4411322.0,181.818,4,24,145.607,17,https://www.racing-reference.info/race-results/2012_Quaker_State_400/W
377,377,2012,18,2012-07-07,Daytona,43,Tony Stewart,42,Chevrolet,2.5,P,400,5490002.0,192.386,6,23,157.653,12,https://www.racing-reference.info/race-results/2012_Coke_Zero_400/W
378,378,2012,19,2012-07-15,Loudon,43,Kasey Kahne,2,Chevrolet,1.058,P,318,4657332.0,133.417,3,15,116.226,16,https://www.racing-reference.info/race-results/2012_Lenox_Industrial_Tools_301/W
379,379,2012,20,2012-07-29,Indianapolis,43,Jimmie Johnson,6,Chevrolet,2.5,P,400,8119098.0,182.763,5,25,137.68,17,https://www.racing-reference.info/race-results/2012_Crown_Royal_Presents_the_Curtiss_Shaver_400/W
380,380,2012,21,2012-08-05,Pocono,43,Jeff Gordon,27,Chevrolet,2.5,P,245,4392928.0,176.043,3,14,139.249,13,https://www.racing-reference.info/race-results/2012_Pennsylvania_400/W
381,381,2012,22,2012-08-12,Watkins Glen,43,Marcos Ambrose,5,Ford,2.45,R,221,4336200.0,127.02,4,13,98.145,10,https://www.racing-reference.info/race-results/2012_Finger_Lakes_355_at_the_Glen/W
382,382,2012,23,2012-08-19,Michigan,43,Greg Biffle,13,Ford,2.0,P,402,4596445.0,199.706,8,35,144.662,26,https://www.racing-reference.info/race-results/2012_Pure_Michigan_400/W
383,383,2012,24,2012-08-25,Bristol,43,Denny Hamlin,8,Toyota,0.533,P,267,5511414.0,,13,87,84.402,22,https://www.racing-reference.info/race-results/2012_Irwin_Tools_Night_Race/W
384,384,2012,25,2012-09-02,Atlanta,43,Denny Hamlin,7,Toyota,1.54,P,504,5451505.0,186.121,6,31,142.02,18,https://www.racing-reference.info/race-results/2012_AdvoCare_500/W
385,385,2012,26,2012-09-08,Richmond,43,Clint Bowyer,4,Toyota,0.75,P,300,4485100.0,127.023,6,41,100.019,17,https://www.racing-reference.info/race-results/2012_Federated_Auto_Parts_400/W
386,386,2012,27,2012-09-16,Chicago,43,Brad Keselowski,13,Dodge,1.5,P,401,5317911.0,182.865,4,23,143.363,16,https://www.racing-reference.info/race-results/2012_GEICO_400/W
387,387,2012,28,2012-09-23,Loudon,43,Denny Hamlin,32,Toyota,1.058,P,317,4657332.0,134.911,4,17,116.81,17,https://www.racing-reference.info/race-results/2012_Sylvania_300/W
388,388,2012,29,2012-09-30,Dover,43,Brad Keselowski,10,Dodge,1.0,P,400,4543439.0,159.299,5,28,125.076,11,https://www.racing-reference.info/race-results/2012_AAA_400/W
389,389,2012,30,2012-10-07,Talladega,43,Matt Kenseth,15,Ford,2.66,P,503,4760004.0,191.455,5,17,171.194,54,https://www.racing-reference.info/race-results/2012_Good_Sam_Roadside_Assistance_500/W
390,390,2012,31,2012-10-13,Charlotte,43,Clint Bowyer,4,Toyota,1.5,P,501,4604528.0,193.708,5,23,154.935,20,https://www.racing-reference.info/race-results/2012_Bank_of_America_500/W
391,391,2012,32,2012-10-21,Kansas,43,Matt Kenseth,12,Ford,1.5,P,401,5366411.0,191.36,14,66,115.086,16,https://www.racing-reference.info/race-results/2012_Hollywood_Casino_400/W
392,392,2012,33,2012-10-28,Martinsville,43,Jimmie Johnson,1,Chevrolet,0.526,P,263,4345104.0,97.598,11,64,77.677,22,https://www.racing-reference.info/race-results/2012_Tums_Fast_Relief_500/W
393,393,2012,34,2012-11-04,Fort Worth,43,Jimmie Johnson,1,Chevrolet,1.5,P,503,6127266.0,191.076,9,49,136.117,20,https://www.racing-reference.info/race-results/2012_AAA_Texas_500/W
394,394,2012,35,2012-11-11,Phoenix,43,Kevin Harvick,19,Chevrolet,1.0,P,319,4439354.0,138.766,8,38,111.182,11,https://www.racing-reference.info/race-results/2012_AdvoCare_500_%28November%29/W
395,395,2012,36,2012-11-18,Homestead,43,Jeff Gordon,15,Chevrolet,1.5,P,401,4648579.0,176.056,3,17,142.245,19,https://www.racing-reference.info/race-results/2012_Ford_EcoBoost_400/W
396,396,2013,1,2013-02-24,Daytona,43,Jimmie Johnson,9,Chevrolet,2.5,P,500,17673977.0,196.434,6,24,159.25,28,https://www.racing-reference.info/race-results/2013_Daytona_500/W
397,397,2013,2,2013-03-03,Phoenix,43,Carl Edwards,15,Ford,1.0,P,316,4585792.0,138.074,8,43,105.187,12,https://www.racing-reference.info/race-results/2013_Subway_Fresh_Fit_500/W
398,398,2013,3,2013-03-10,Las Vegas,43,Matt Kenseth,18,Toyota,1.5,P,401,5767609.0,,5,25,146.287,22,https://www.racing-reference.info/race-results/2013_Kobalt_Tools_400/W
399,399,2013,4,2013-03-17,Bristol,43,Kasey Kahne,2,Chevrolet,0.533,P,267,4983720.0,129.535,10,66,92.206,17,https://www.racing-reference.info/race-results/2013_Food_City_500/W
400,400,2013,5,2013-03-24,Fontana,43,Kyle Busch,4,Toyota,2.0,P,400,5293476.0,187.451,9,46,135.351,17,https://www.racing-reference.info/race-results/2013_Auto_Club_400/W
401,401,2013,6,2013-04-07,Martinsville,43,Jimmie Johnson,1,Chevrolet,0.526,P,263,4507458.0,98.4,12,85,72.066,12,https://www.racing-reference.info/race-results/2013_STP_Gas_Booster_500/W
402,402,2013,7,2013-04-13,Fort Worth,43,Kyle Busch,1,Toyota,1.5,P,501,6441660.0,196.299,7,36,144.751,18,https://www.racing-reference.info/race-results/2013_NRA_500/W
403,403,2013,8,2013-04-21,Kansas,43,Matt Kenseth,1,Toyota,1.5,P,401,4782812.0,191.864,8,40,133.611,13,https://www.racing-reference.info/race-results/2013_STP_400/W
404,404,2013,9,2013-04-27,Richmond,43,Kevin Harvick,17,Chevrolet,0.75,P,305,4581622.0,130.334,11,75,92.141,10,https://www.racing-reference.info/race-results/2013_Toyota_Owners_400/W
405,405,2013,10,2013-05-05,Talladega,43,David Ragan,19,Ford,2.66,P,511,5531372.0,,5,31,148.729,30,https://www.racing-reference.info/race-results/2013_Aarons_499/W
406,406,2013,11,2013-05-11,Darlington,43,Matt Kenseth,7,Toyota,1.366,P,501,5111721.0,181.918,5,25,141.383,9,https://www.racing-reference.info/race-results/2013_Bojangles_Southern_500/W
407,407,2013,12,2013-05-26,Charlotte,43,Kevin Harvick,15,Chevrolet,1.5,P,600,5913315.0,195.624,11,61,130.521,24,https://www.racing-reference.info/race-results/2013_Coca-Cola_600/W
408,408,2013,13,2013-06-02,Dover,43,Tony Stewart,22,Chevrolet,1.0,P,400,5311797.0,157.978,7,32,123.172,21,https://www.racing-reference.info/race-results/2013_FedEx_400_Benefitting_Autism_Speaks/W
409,409,2013,14,2013-06-09,Pocono,43,Jimmie Johnson,1,Chevrolet,2.5,P,400,4506410.0,,6,19,144.202,12,https://www.racing-reference.info/race-results/2013_Party_in_the_Poconos_400_Presented_by_Walmart/W
410,410,2013,15,2013-06-16,Michigan,43,Greg Biffle,19,Ford,2.0,P,400,4722811.0,202.452,8,38,139.278,22,https://www.racing-reference.info/race-results/2013_Quicken_Loans_400/W
411,411,2013,16,2013-06-23,Sonoma,43,"Martin Truex, Jr.",14,Toyota,1.99,R,219,5104334.0,94.986,7,19,76.658,10,https://www.racing-reference.info/race-results/2013_Toyota_Save_Mart_350/W
412,412,2013,17,2013-06-30,Kentucky,43,Matt Kenseth,16,Toyota,1.5,P,401,4532198.0,183.636,10,42,131.948,11,https://www.racing-reference.info/race-results/2013_Quaker_State_400/W
413,413,2013,18,2013-07-06,Daytona,43,Jimmie Johnson,8,Chevrolet,2.5,P,403,5639224.0,193.723,6,27,154.313,18,https://www.racing-reference.info/race-results/2013_Coke_Zero_400/W
414,414,2013,19,2013-07-14,Loudon,43,Brian Vickers,13,Toyota,1.058,P,320,4780668.0,135.922,12,58,98.735,10,https://www.racing-reference.info/race-results/2013_Camping_World_RV_Sales_301/W
415,415,2013,20,2013-07-28,Indianapolis,43,Ryan Newman,1,Chevrolet,2.5,P,400,8309467.0,187.531,3,14,153.485,20,https://www.racing-reference.info/race-results/2013_Crown_Royal_Presents_The_Samuel_Deeds_400/W
416,416,2013,21,2013-08-04,Pocono,43,Kasey Kahne,18,Chevrolet,2.5,P,400,4515135.0,180.654,9,35,129.009,27,https://www.racing-reference.info/race-results/2013_GoBowling.com_400/W
417,417,2013,22,2013-08-11,Watkins Glen,43,Kyle Busch,5,Toyota,2.45,R,221,4405826.0,128.241,8,21,87.001,5,https://www.racing-reference.info/race-results/2013_Cheez-It_355_at_the_Glen/W
418,418,2013,23,2013-08-18,Michigan,43,Joey Logano,1,Ford,2.0,P,400,4720188.0,203.949,9,34,144.593,20,https://www.racing-reference.info/race-results/2013_Pure_Michigan_400/W
419,419,2013,24,2013-08-24,Bristol,43,Matt Kenseth,5,Toyota,0.533,P,267,5659335.0,128.969,11,74,90.279,16,https://www.racing-reference.info/race-results/2013_Irwin_Tools_Night_Race/W
420,420,2013,25,2013-09-01,Atlanta,43,Kyle Busch,9,Toyota,1.54,P,501,5600342.0,189.688,9,47,135.128,28,https://www.racing-reference.info/race-results/2013_AdvoCare_500/W
421,421,2013,26,2013-09-07,Richmond,43,Carl Edwards,26,Ford,0.75,P,300,4656714.0,130.599,5,29,105.028,17,https://www.racing-reference.info/race-results/2013_Federated_Auto_Parts_400/W
422,422,2013,27,2013-09-15,Chicago,43,Matt Kenseth,10,Toyota,1.5,P,401,5463897.0,189.414,9,46,125.855,25,https://www.racing-reference.info/race-results/2013_GEICO_400/W
423,423,2013,28,2013-09-22,Loudon,43,Matt Kenseth,9,Toyota,1.058,P,317,4780668.0,136.497,7,37,107.573,19,https://www.racing-reference.info/race-results/2013_Sylvania_300/W
424,424,2013,29,2013-09-29,Dover,43,Jimmie Johnson,8,Chevrolet,1.0,P,400,4665637.0,161.849,4,21,130.909,19,https://www.racing-reference.info/race-results/2013_AAA_400/W
425,425,2013,30,2013-10-06,Kansas,43,Kevin Harvick,1,Chevrolet,1.5,P,401,5463897.0,187.526,15,71,114.884,24,https://www.racing-reference.info/race-results/2013_Hollywood_Casino_400/W
426,426,2013,31,2013-10-12,Charlotte,43,Brad Keselowski,23,Ford,1.5,P,501,4760167.0,194.308,4,20,158.308,24,https://www.racing-reference.info/race-results/2013_Bank_of_America_500/W
427,427,2013,32,2013-10-20,Talladega,43,Jamie McMurray,9,Chevrolet,2.66,P,500,4825468.0,,3,10,178.795,52,https://www.racing-reference.info/race-results/2013_Camping_World_RV_Sales_500/W
428,428,2013,33,2013-10-27,Martinsville,43,Jeff Gordon,9,Chevrolet,0.526,P,263,4465319.0,99.595,17,111,70.337,15,https://www.racing-reference.info/race-results/2013_Goodys_Headache_Relief_Shot_500/W
429,429,2013,34,2013-11-03,Fort Worth,43,Jimmie Johnson,3,Chevrolet,1.5,P,501,6266818.0,196.114,5,26,151.754,28,https://www.racing-reference.info/race-results/2013_AAA_Texas_500/W
430,430,2013,35,2013-11-10,Phoenix,43,Kevin Harvick,9,Chevrolet,1.0,P,312,4555511.0,139.222,8,49,105.733,23,https://www.racing-reference.info/race-results/2013_AdvoCare_500_%28November%29/W
431,431,2013,36,2013-11-17,Homestead,43,Denny Hamlin,5,Toyota,1.5,P,401,4773344.0,177.667,8,37,130.693,22,https://www.racing-reference.info/race-results/2013_Ford_EcoBoost_400/W
432,432,2014,1,2014-02-23,Daytona,43,"Dale Earnhardt, Jr.",9,Chevrolet,2.5,P,500,18092441.0,196.019,7,39,145.29,42,https://www.racing-reference.info/race-results/2014_Daytona_500/W
433,433,2014,2,2014-03-02,Phoenix,43,Kevin Harvick,13,Chevrolet,1.0,P,312,4583928.0,139.384,8,38,109.229,14,https://www.racing-reference.info/race-results/2014_The_Profit_on_CNBC_500/W
434,434,2014,3,2014-03-09,Las Vegas,43,Brad Keselowski,2,Ford,1.5,P,401,5894225.0,193.278,4,18,154.633,21,https://www.racing-reference.info/race-results/2014_Kobalt_400/W
435,435,2014,4,2014-03-16,Bristol,43,Carl Edwards,12,Ford,0.533,P,268,5092056.0,129.991,12,95,84.051,20,https://www.racing-reference.info/race-results/2014_Food_City_500/W
436,436,2014,5,2014-03-23,Fontana,43,Kyle Busch,14,Toyota,2.0,P,412,5364091.0,187.315,9,42,132.987,35,https://www.racing-reference.info/race-results/2014_Auto_Club_400/W
437,437,2014,6,2014-03-30,Martinsville,43,Kurt Busch,22,Chevrolet,0.526,P,263,4545594.0,99.674,14,92,72.176,33,https://www.racing-reference.info/race-results/2014_STP_500/W
438,438,2014,7,2014-04-07,Fort Worth,43,Joey Logano,10,Ford,1.5,P,510,6567476.0,195.454,7,49,134.191,18,https://www.racing-reference.info/race-results/2014_Duck_Commander_500/W
439,439,2014,8,2014-04-12,Darlington,43,Kevin Harvick,1,Chevrolet,1.366,P,511,5197737.0,183.479,11,50,131.211,22,https://www.racing-reference.info/race-results/2014_Bojangles_Southern_500/W
440,440,2014,9,2014-04-26,Richmond,43,Joey Logano,17,Ford,0.75,P,300,4689958.0,,9,66,93.369,20,https://www.racing-reference.info/race-results/2014_Toyota_Owners_400/W
441,441,2014,10,2014-05-04,Talladega,43,Denny Hamlin,34,Toyota,2.66,P,500,5579663.0,198.29,8,31,152.103,48,https://www.racing-reference.info/race-results/2014_Aarons_499/W
442,442,2014,11,2014-05-10,Kansas,43,Jeff Gordon,13,Chevrolet,1.5,P,401,4829947.0,194.252,8,47,128.149,25,https://www.racing-reference.info/race-results/2014_5-Hour_Energy_400/W
443,443,2014,12,2014-05-25,Charlotte,43,Jimmie Johnson,1,Chevrolet,1.5,P,600,5994331.0,194.911,8,44,145.484,34,https://www.racing-reference.info/race-results/2014_Coca-Cola_600/W
444,444,2014,13,2014-06-01,Dover,43,Jimmie Johnson,4,Chevrolet,1.0,P,400,5387613.0,164.444,8,41,117.724,18,https://www.racing-reference.info/race-results/2014_FedEx_400_Benefitting_Autism_Speaks/W
445,445,2014,14,2014-06-08,Pocono,43,"Dale Earnhardt, Jr.",8,Chevrolet,2.5,P,400,4563471.0,181.415,7,26,139.44,21,https://www.racing-reference.info/race-results/2014_Pocono_400/W
446,446,2014,15,2014-06-15,Michigan,43,Jimmie Johnson,7,Chevrolet,2.0,P,400,4715147.0,204.557,8,36,143.441,25,https://www.racing-reference.info/race-results/2014_Quicken_Loans_400/W
447,447,2014,16,2014-06-22,Sonoma,43,Carl Edwards,4,Ford,1.99,R,219,5225150.0,96.35,6,19,76.583,11,https://www.racing-reference.info/race-results/2014_Toyota_Save_Mart_350/W
448,448,2014,17,2014-06-28,Kentucky,42,Brad Keselowski,1,Ford,1.5,P,401,4571654.0,188.791,6,34,139.723,12,https://www.racing-reference.info/race-results/2014_Quaker_State_400/W
449,449,2014,18,2014-07-06,Daytona,43,Aric Almirola,15,Ford,2.5,P,280,5760040.0,199.322,6,29,130.014,21,https://www.racing-reference.info/race-results/2014_Coke_Zero_400/W
450,450,2014,19,2014-07-13,Loudon,43,Brad Keselowski,7,Ford,1.058,P,323,4879004.0,138.13,7,35,108.741,18,https://www.racing-reference.info/race-results/2014_Camping_World_RV_Sales_301/W
451,451,2014,20,2014-07-27,Indianapolis,43,Jeff Gordon,2,Chevrolet,2.5,P,400,8407725.0,188.47,4,16,150.297,15,https://www.racing-reference.info/race-results/2014_Crown_Royal_Presents_The_John_Wayne_Walding_400/W
452,452,2014,21,2014-08-03,Pocono,43,"Dale Earnhardt, Jr.",9,Chevrolet,2.5,P,400,4568871.0,183.438,8,35,127.411,15,https://www.racing-reference.info/race-results/2014_GoBowling.com_400/W
453,453,2014,22,2014-08-10,Watkins Glen,43,A.J. Allmendinger,6,Chevrolet,2.45,R,221,4454162.0,129.466,6,17,90.123,5,https://www.racing-reference.info/race-results/2014_Cheez-It_355_at_the_Glen/W
454,454,2014,23,2014-08-17,Michigan,43,Jeff Gordon,1,Chevrolet,2.0,P,400,4718524.0,206.558,8,37,141.788,20,https://www.racing-reference.info/race-results/2014_Pure_Michigan_400/W
455,455,2014,24,2014-08-23,Bristol,43,Joey Logano,5,Ford,0.533,P,267,5774151.0,131.362,9,64,92.965,16,https://www.racing-reference.info/race-results/2014_Irwin_Tools_Night_Race/W
456,456,2014,25,2014-08-31,Atlanta,43,Kasey Kahne,10,Chevrolet,1.54,P,516,5665158.0,190.398,10,56,131.512,21,https://www.racing-reference.info/race-results/2014_Oral-B_USA_500/W
457,457,2014,26,2014-09-06,Richmond,43,Brad Keselowski,1,Ford,0.75,P,300,4705250.0,126.618,4,27,104.702,4,https://www.racing-reference.info/race-results/2014_Federated_Auto_Parts_400/W
458,458,2014,27,2014-09-14,Chicago,43,Brad Keselowski,25,Ford,1.5,P,401,5584713.0,,6,28,142.33,18,https://www.racing-reference.info/race-results/2014_MyAFibStory.com_400/W
459,459,2014,28,2014-09-21,Loudon,43,Joey Logano,7,Ford,1.058,P,321,4873804.0,140.598,15,63,98.697,10,https://www.racing-reference.info/race-results/2014_Sylvania_300/W
460,460,2014,29,2014-09-28,Dover,43,Jeff Gordon,6,Chevrolet,1.0,P,400,4707973.0,162.933,5,23,130.541,10,https://www.racing-reference.info/race-results/2014_AAA_400/W
461,461,2014,30,2014-10-05,Kansas,43,Joey Logano,4,Ford,1.5,P,401,5578713.0,197.621,8,34,141.951,25,https://www.racing-reference.info/race-results/2014_Hollywood_Casino_400/W
462,462,2014,31,2014-10-11,Charlotte,43,Kevin Harvick,7,Chevrolet,1.5,P,501,4758503.0,197.39,8,39,145.346,32,https://www.racing-reference.info/race-results/2014_Bank_of_America_500/W
463,463,2014,32,2014-10-19,Talladega,43,Brad Keselowski,5,Ford,2.66,P,516,4927003.0,196.129,6,25,160.302,38,https://www.racing-reference.info/race-results/2014_GEICO_500/W
464,464,2014,33,2014-10-26,Martinsville,43,"Dale Earnhardt, Jr.",23,Chevrolet,0.526,P,263,4513655.0,99.905,15,105,70.725,24,https://www.racing-reference.info/race-results/2014_Goodys_Headache_Relief_Shot_500/W
465,465,2014,34,2014-11-02,Fort Worth,43,Jimmie Johnson,3,Chevrolet,1.5,P,512,6315154.0,199.299,13,61,132.239,23,https://www.racing-reference.info/race-results/2014_AAA_Texas_500/W
466,466,2014,35,2014-11-09,Phoenix,43,Kevin Harvick,3,Chevrolet,1.0,P,312,4608847.0,142.113,12,58,99.991,8,https://www.racing-reference.info/race-results/2014_Quicken_Loans_Race_For_Heroes_500/W
467,467,2014,36,2014-11-16,Homestead,43,Kevin Harvick,5,Chevrolet,1.5,P,401,4816480.0,180.747,13,52,122.28,18,https://www.racing-reference.info/race-results/2014_Ford_EcoBoost_400/W
468,468,2015,1,2015-02-22,Daytona,43,Joey Logano,5,Ford,2.5,P,508,18042556.0,201.293,7,26,161.939,27,https://www.racing-reference.info/race-results/2015_Daytona_500/W
469,469,2015,2,2015-03-01,Atlanta,43,Jimmie Johnson,37,Chevrolet,1.54,P,501,5657096.0,194.683,10,54,131.078,28,https://www.racing-reference.info/race-results/2015_Folds_of_Honor_QuikTrip_500/W
470,470,2015,3,2015-03-08,Las Vegas,43,Kevin Harvick,18,Chevrolet,1.5,P,401,5833866.0,194.679,6,28,143.677,18,https://www.racing-reference.info/race-results/2015_Kobalt_400/W
471,471,2015,4,2015-03-15,Phoenix,43,Kevin Harvick,1,Chevrolet,1.0,P,312,4562182.0,140.751,10,53,105.753,8,https://www.racing-reference.info/race-results/2015_CampingWorld.com_500/W
472,472,2015,5,2015-03-22,Fontana,43,Brad Keselowski,8,Ford,2.0,P,418,5403039.0,185.142,7,31,140.662,19,https://www.racing-reference.info/race-results/2015_Auto_Club_400/W
473,473,2015,6,2015-03-29,Martinsville,43,Denny Hamlin,15,Toyota,0.526,P,263,4556126.0,98.461,16,112,68.843,31,https://www.racing-reference.info/race-results/2015_STP_500/W
474,474,2015,7,2015-04-11,Fort Worth,43,Jimmie Johnson,5,Chevrolet,1.5,P,501,6500518.0,193.847,8,40,140.5,29,https://www.racing-reference.info/race-results/2015_Duck_Commander_500/W
475,475,2015,8,2015-04-19,Bristol,43,Matt Kenseth,1,Toyota,0.533,P,272,5021818.0,128.632,11,117,74.997,21,https://www.racing-reference.info/race-results/2015_Food_City_500_In_Support_of_Steve_Byrnes/W
476,476,2015,9,2015-04-26,Richmond,43,Kurt Busch,3,Chevrolet,0.75,P,300,4629063.0,127.071,8,53,97.157,12,https://www.racing-reference.info/race-results/2015_Toyota_Owners_400/W
477,477,2015,10,2015-05-03,Talladega,43,"Dale Earnhardt, Jr.",4,Chevrolet,2.66,P,500,5556002.0,194.793,6,23,159.487,27,https://www.racing-reference.info/race-results/2015_GEICO_500/W
478,478,2015,11,2015-05-09,Kansas,43,Jimmie Johnson,19,Chevrolet,1.5,P,401,4828280.0,192.397,9,49,125.265,16,https://www.racing-reference.info/race-results/2015_SpongeBob_SquarePants_400/W
479,479,2015,12,2015-05-24,Charlotte,43,Carl Edwards,3,Toyota,1.5,P,600,5977351.0,194.252,8,39,147.803,22,https://www.racing-reference.info/race-results/2015_Coca-Cola_600/W
480,480,2015,13,2015-05-31,Dover,43,Jimmie Johnson,14,Chevrolet,1.0,P,405,5381332.0,160.121,7,40,119.547,15,https://www.racing-reference.info/race-results/2015_FedEx_400_Benefitting_Autism_Speaks/W
481,481,2015,14,2015-06-07,Pocono,43,"Martin Truex, Jr.",3,Chevrolet,2.5,P,400,4552925.0,177.599,8,31,134.266,12,https://www.racing-reference.info/race-results/2015_Axalta_We_Paint_Winners_400/W
482,482,2015,15,2015-06-14,Michigan,43,Kurt Busch,24,Chevrolet,2.0,P,276,4714455.0,201.992,5,38,116.688,17,https://www.racing-reference.info/race-results/2015_Quicken_Loans_400/W
483,483,2015,16,2015-06-28,Sonoma,43,Kyle Busch,11,Toyota,1.99,R,219,5176350.0,96.31,5,21,74.774,9,https://www.racing-reference.info/race-results/2015_Toyota_Save_Mart_350/W
484,484,2015,17,2015-07-05,Daytona,43,"Dale Earnhardt, Jr.",1,Chevrolet,2.5,P,403,5700596.0,,9,43,134.941,22,https://www.racing-reference.info/race-results/2015_Coke_Zero_400/W
485,485,2015,18,2015-07-11,Kentucky,43,Kyle Busch,9,Toyota,1.5,P,401,4580821.0,,11,49,129.402,13,https://www.racing-reference.info/race-results/2015_Quaker_State_400/W
486,486,2015,19,2015-07-19,Loudon,43,Kyle Busch,4,Toyota,1.058,P,318,4815856.0,135.164,7,34,108.504,10,https://www.racing-reference.info/race-results/2015_5-Hour_Energy_301/W
487,487,2015,20,2015-07-26,Indianapolis,43,Kyle Busch,9,Toyota,2.5,P,410,8385365.0,183.464,9,36,131.656,16,https://www.racing-reference.info/race-results/2015_Crown_Royal_Presents_the_Jeff_Kyle_400/W
488,488,2015,21,2015-08-02,Pocono,43,Matt Kenseth,7,Toyota,2.5,P,400,4558325.0,178.416,8,32,132.159,18,https://www.racing-reference.info/race-results/2015_Windows_10_400/W
489,489,2015,22,2015-08-09,Watkins Glen,43,Joey Logano,16,Ford,2.45,R,221,4494688.0,127.839,5,16,91.42,8,https://www.racing-reference.info/race-results/2015_Cheez-It_355_at_the_Glen/W
490,490,2015,23,2015-08-16,Michigan,43,Matt Kenseth,1,Toyota,2.0,P,400,4711858.0,197.488,8,31,143.455,16,https://www.racing-reference.info/race-results/2015_Pure_Michigan_400/W
491,491,2015,24,2015-08-22,Bristol,43,Joey Logano,5,Ford,0.533,P,267,5775910.0,131.407,8,52,96.891,14,https://www.racing-reference.info/race-results/2015_Irwin_Tools_Night_Race/W
492,492,2015,25,2015-09-06,Darlington,43,Carl Edwards,13,Toyota,1.366,P,501,5199508.0,178.874,18,89,111.993,24,https://www.racing-reference.info/race-results/2015_Bojangles_Southern_500/W
493,493,2015,26,2015-09-12,Richmond,43,Matt Kenseth,2,Toyota,0.75,P,300,4660635.0,126.47,6,47,100.353,13,https://www.racing-reference.info/race-results/2015_Federated_Auto_Parts_400/W
494,494,2015,27,2015-09-20,Chicago,43,Denny Hamlin,29,Toyota,1.5,P,401,5526388.0,,6,28,140.117,17,https://www.racing-reference.info/race-results/2015_MyAFibRisk.com_400/W
495,495,2015,28,2015-09-27,Loudon,43,Matt Kenseth,13,Toyota,1.058,P,317,4815856.0,137.98,9,41,106.48,16,https://www.racing-reference.info/race-results/2015_Sylvania_300/W
496,496,2015,29,2015-10-04,Dover,43,Kevin Harvick,15,Chevrolet,1.0,P,400,4705452.0,,8,43,119.87,14,https://www.racing-reference.info/race-results/2015_AAA_400/W
497,497,2015,30,2015-10-11,Charlotte,43,Joey Logano,3,Ford,1.5,P,501,4801445.0,194.532,9,44,139.76,14,https://www.racing-reference.info/race-results/2015_Bank_of_America_500/W
498,498,2015,31,2015-10-18,Kansas,43,Joey Logano,14,Ford,1.5,P,404,5576988.0,195.503,7,39,135.732,21,https://www.racing-reference.info/race-results/2015_Hollywood_Casino_400/W
499,499,2015,32,2015-10-25,Talladega,43,Joey Logano,10,Ford,2.66,P,521,4918533.0,194.5,3,18,167.311,30,https://www.racing-reference.info/race-results/2015_CampingWorld.com_500_%28October%29/W
500,500,2015,33,2015-11-01,Martinsville,43,Jeff Gordon,5,Chevrolet,0.526,P,263,4660634.0,98.548,18,109,69.643,21,https://www.racing-reference.info/race-results/2015_Goodys_Headache_Relief_Shot_500/W
501,501,2015,34,2015-11-08,Fort Worth,43,Jimmie Johnson,8,Chevrolet,1.5,P,501,6287434.0,196.929,9,47,137.49,15,https://www.racing-reference.info/race-results/2015_AAA_Texas_400/W
502,502,2015,35,2015-11-15,Phoenix,43,"Dale Earnhardt, Jr.",3,Chevrolet,1.0,P,219,4660635.0,143.158,2,29,106.512,8,https://www.racing-reference.info/race-results/2015_Quicken_Loans_Race_For_Heroes_500/W
503,503,2015,36,2015-11-22,Homestead,43,Kyle Busch,3,Toyota,1.5,P,401,4814003.0,176.655,7,30,131.755,18,https://www.racing-reference.info/race-results/2015_Ford_EcoBoost_400/W
504,504,2016,1,2016-02-21,Daytona,40,Denny Hamlin,11,Toyota,2.5,P,500,,196.314,6,31,157.549,20,https://www.racing-reference.info/race-results/2016_Daytona_500/W
505,505,2016,2,2016-02-28,Atlanta,39,Jimmie Johnson,19,Chevrolet,1.54,P,508,,191.582,3,13,155.863,28,https://www.racing-reference.info/race-results/2016_Folds_of_Honor_QuikTrip_500/W
506,506,2016,3,2016-03-06,Las Vegas,39,Brad Keselowski,4,Ford,1.5,P,401,,196.328,6,36,138.17,20,https://www.racing-reference.info/race-results/2016_Kobalt_400/W
507,507,2016,4,2016-03-13,Phoenix,39,Kevin Harvick,18,Chevrolet,1.0,P,313,,138.387,5,30,113.212,7,https://www.racing-reference.info/race-results/2016_Good_Sam_500/W
508,508,2016,5,2016-03-20,Fontana,39,Jimmie Johnson,19,Chevrolet,2.0,P,410,,188.482,6,33,137.213,26,https://www.racing-reference.info/race-results/2016_Auto_Club_400/W
509,509,2016,6,2016-04-03,Martinsville,40,Kyle Busch,7,Toyota,0.526,P,263,,97.043,8,51,80.088,11,https://www.racing-reference.info/race-results/2016_STP_500/W
510,510,2016,7,2016-04-09,Fort Worth,40,Kyle Busch,15,Toyota,1.5,P,501,,194.609,7,41,138.355,17,https://www.racing-reference.info/race-results/2016_Duck_Commander_500/W
511,511,2016,8,2016-04-17,Bristol,40,Carl Edwards,1,Toyota,0.533,P,267,,127.997,15,102,81.637,16,https://www.racing-reference.info/race-results/2016_Food_City_500/W
512,512,2016,9,2016-04-24,Richmond,40,Carl Edwards,4,Toyota,0.75,P,300,,,8,49,97.07,23,https://www.racing-reference.info/race-results/2016_Toyota_Owners_400/W
